035563,1532
034703,6029
033390,3033
032574,5847
033325,6880
032327,6328
032018,9515
031768,0975
031370,6397
031370,6397
031022,3690
030912,5238
030725,0132
030725,0132
030607,3318
030607,3318
030607,3318
030607,3318
030607,3318
030607,3318
030607,3318
030597,6199
030572,1151
030572,1151
030771,2685
030771,2685
030613,9559
030589,5083
030589,5083
030589,5083
030589,5083
030571,6061
030571,6061
030571,6061
030571,6061
030571,6061
030547,5867
030505,4305
030423,8308
030384,1037
030336,7006
030336,7006
030229,1415
030229,1415
030229,1415
030229,1415
030203,6747
030203,6747
030075,7595
030054,1189
029979,0496
029979,0496
029979,0496
029979,0496
029996,6956
029994,0812
029994,0812
029994,0812
029994,0812
029994,0812
029976,8437
029976,8437
029976,6184
030092,5868
030092,5868
030057,0533
030057,0533
030057,0533
030057,0533
030057,0533
029915,7315
029915,7315
029915,7315
029915,7315
029915,7315
029915,7315
029915,7315
