1775,7852
1780,1699
1780,0562
1783,1810
1787,1370
1788,0952
1790,1751
1791,8073
1792,0049
1792,1728
1794,0392
1794,6138
1794,7421
1794,7421
1794,8088
1795,1093
1795,3367
1795,3367
1795,3367
1795,5677
1796,1409
1796,1962
1796,8701
1797,1080
1797,1080
1797,4426
1797,6616
1797,9307
1797,9307
1798,1660
1798,2302
1797,7377
1797,7377
1797,7859
1797,7859
1797,7964
1797,7964
1797,9320
1797,8906
1797,9349
1798,1344
1798,1044
1798,1044
1798,2334
1798,2334
1798,2334
1798,4649
1798,6993
1798,6993
1798,6993
1798,7665
1798,7665
1798,8998
1798,8998
1798,8998
1798,8998
1798,8998
1798,8998
1798,8998
1798,8998
1798,8998
1798,9113
1798,9113
1798,9113
1798,9113
1798,9113
1798,9113
1798,9181
1798,9181
1798,9181
1798,9181
