036678,1226
030379,8737
028727,9470
028099,7550
027683,4991
027255,9714
027245,9917
027124,1037
027124,1037
027014,2201
026849,1952
026849,1952
026686,0569
026527,0779
026527,0779
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026515,0037
026420,6125
026360,0252
026360,0252
026360,0252
026360,0252
026360,0252
026281,0880
026229,3719
026229,3719
026229,3719
026229,3719
026229,3719
026229,3719
026211,0774
026211,0774
026211,0774
026211,0774
026306,7061
026306,7061
026306,7061
026306,7061
026306,7061
026306,7061
026306,7061
026306,7061
026306,7061
026306,7061
026306,7061
026302,5944
026302,5944
026302,5944
026302,5944
026302,5944
026292,0359
026292,0359
