222,5621
222,4641
222,4093
222,3924
222,3462
222,3085
222,2148
222,0551
221,9477
221,8718
221,6350
221,4804
221,4034
221,3651
221,3651
221,3634
221,3065
221,3065
221,3065
221,3065
221,3065
221,3065
221,3018
221,3018
221,2766
221,2488
221,1888
221,1293
221,1293
221,1025
221,1230
221,1088
221,1088
221,1088
221,1060
221,1060
221,1060
221,1031
221,1031
221,1031
221,0780
221,0780
221,0780
221,0701
221,0599
221,0581
221,0581
221,0581
221,0581
221,0508
221,0508
221,0411
221,0347
221,0347
221,0213
221,0213
221,0213
