222,8441
222,5194
222,4849
222,4724
222,4432
222,4216
222,4110
222,3056
222,2625
222,2255
222,1556
222,1556
222,0978
221,9679
221,7207
221,5923
221,5291
221,2060
221,0696
220,8698
220,8407
220,8407
220,7747
220,7539
220,7491
220,7491
220,7359
220,7354
220,7306
220,7305
220,7305
220,7305
220,7305
220,7305
220,7269
220,7119
220,7097
220,7097
220,7097
220,6666
220,6666
220,6666
220,6665
220,6220
220,6017
220,6017
220,5624
220,5208
220,5122
220,5122
220,4810
220,4542
220,4542
220,4148
220,4148
220,4148
220,4148
220,4148
220,3868
220,3868
220,3761
220,3761
220,3761
220,3758
