2850
58,760147
58,626293
58,007798
56,702552
55,639562
54,723430
52,167518
50,614753
51,979370
53,958629
55,598449
56,903350
57,077027
56,219260
55,802566
56,034895
56,917133
57,807832
59,180098
61,767548
69,531159
71,086617
70,278509
67,656407
63,925161
60,796047
58,648803
57,441149
57,494144
58,705662
60,034882
63,128828
68,745766
72,868224
75,697010
76,999780
77,806375
80,028052
81,052649
81,295010
80,993483
78,391159
74,651995
74,346560
80,783188
82,366044
81,604038
78,074908
73,694232
69,690611
67,034332
65,603291
65,133831
65,893965
66,508378
69,528456
75,137113
78,856766
81,893041
82,866379
83,214476
85,771290
87,168976
87,354702
86,632216
82,767811
78,503314
78,377066
83,190442
84,137837
83,398820
79,934495
75,797521
71,664880
69,555662
68,191560
67,880213
68,576173
69,729360
72,334773
76,908450
80,689345
82,933896
83,316803
83,321282
85,763614
86,266848
85,636305
83,896012
81,365208
78,314342
78,289777
82,098332
82,094891
81,040953
77,971210
74,230007
70,483692
67,815989
66,208250
65,502502
65,348393
65,115473
65,405935
67,645020
69,927725
71,307473
71,625496
71,308566
71,291308
71,195174
71,090689
71,115684
71,438749
71,755291
73,481245
78,617689
77,699485
74,958592
71,633079
68,100185
64,724776
62,322581
60,829228
59,778811
59,188650
57,344108
56,462237
58,446304
60,971977
63,005662
64,280478
64,925905
64,735416
64,848261
65,627692
66,563010
68,349654
69,181230
70,220381
76,894085
78,029676
77,442756
74,523082
70,487927
67,206239
64,730013
63,313235
63,003194
64,530256
66,588885
70,560021
77,240764
81,903948
84,882126
85,743208
85,689629
88,605044
90,340681
90,790359
90,119149
85,508892
80,123664
78,491129
85,701020
88,438971
88,256474
84,431234
78,837090
74,230816
71,195337
69,458534
69,152078
70,322274
71,335922
75,261828
81,528756
85,815389
88,970724
89,286764
88,998245
92,123956
93,945085
93,680661
91,676482
87,246840
81,727337
80,547711
86,064862
88,350638
88,511461
85,336932
80,095717
75,619777
72,856867
71,266081
70,584044
71,547898
72,870141
76,574244
82,627625
86,664166
88,848643
89,067297
88,894318
91,952366
93,653725
93,955257
93,023374
88,154963
82,314269
80,637938
87,011717
89,028756
89,036540
85,419492
80,390070
75,971828
73,518578
71,824496
71,045497
71,817506
73,145823
77,056585
83,041269
86,867007
89,571172
89,491020
89,195453
92,054633
93,817479
94,193766
93,001180
88,376175
82,678009
81,026590
87,107723
88,888271
88,346776
